Category,Width,Height
Adult,43,114
Adult,54,180
Adult,47,135
Adult,36,109
Adult,97,352
Adult,42,121
Adult,192,446
Adult,50,103
Adult,27,81
Adult,55,169
Adult,160,370
Adult,43,142
Adult,46,145
Adult,58,114
Adult,53,192
Adult,41,134
Adult,95,254
Adult,29,116
Adult,77,217
Adult,48,142
Adult,138,414
Adult,53,135
Adult,32,109
Child,28,97
Adult,163,463
Adult,56,162
Adult,22,94
Child,31,92
Adult,38,110
Adult,54,210
Adult,69,146
Adult,102,293
Adult,39,82
Adult,195,479
Adult,30,100
Adult,42,95
Adult,21,81
Adult,62,116
Adult,139,331
Adult,36,152
Adult,173,321
Adult,36,114
Adult,32,96
Adult,82,279
Adult,78,201
Adult,110,205
Adult,89,160
Adult,41,138
Adult,38,96
Adult,93,245
Adult,51,162
Adult,64,105
Adult,57,149
Adult,25,69
Adult,35,88
Adult,33,98
Adult,64,189
Adult,68,174
Adult,64,147
Adult,35,79
Adult,115,334
Adult,59,187
Adult,31,103
Adult,56,139
Adult,27,92
Adult,30,66
Adult,35,92
Adult,36,122
Adult,103,293
Adult,69,213
Adult,49,159
Adult,56,174
Adult,61,154
Adult,43,153
Adult,38,81
Adult,35,98
Adult,36,92
Adult,43,124
Adult,42,147
Adult,52,150
Adult,70,132
Adult,46,110
Adult,61,219
Adult,54,173
Adult,32,95
Adult,107,288
Adult,158,588
Adult,74,206
Adult,43,110
Adult,82,337
Adult,70,192
Adult,60,223
Adult,86,357
Adult,89,281
Adult,57,179
Adult,35,141
Adult,53,144
Adult,32,92
Adult,103,334
Adult,39,128
Adult,60,187
Child,110,388
Adult,96,211
Adult,60,250
Adult,39,130
Adult,78,213
Adult,49,117
Adult,83,204
Adult,47,112
Adult,47,142
Adult,112,347
Adult,27,83
Adult,42,142
Adult,32,90
Adult,54,160
Adult,87,229
Adult,144,306
Adult,43,117
Adult,100,263
Adult,61,168
Adult,63,166
Adult,234,569
Adult,34,82
Adult,104,234
Adult,43,105
Adult,35,82
Adult,99,270
Adult,170,478
Adult,70,246
Adult,50,153
Adult,75,124
Adult,143,274
Adult,71,225
Adult,103,318
Adult,46,117
Adult,52,163
Adult,25,76
Adult,48,167
Adult,42,109
Adult,53,182
Adult,96,284
Adult,50,154
Adult,210,363
Adult,32,107
Adult,91,199
Adult,29,128
Adult,48,89
Adult,56,182
Adult,99,262
Adult,53,118
Adult,43,123
Adult,21,66
Adult,33,74
Child,23,62
Adult,39,85
Adult,143,482
Adult,35,118
Adult,46,135
Adult,35,117
Child,64,141
Adult,51,125
Adult,75,206
Adult,28,107
Adult,68,135
Adult,37,96
Adult,89,233
Adult,35,82
Adult,46,167
Adult,51,158
Adult,91,221
Adult,29,120
Adult,57,171
Adult,35,107
Adult,53,163
Adult,29,84
Adult,102,268
Adult,29,107
Adult,42,109
Adult,18,71
Adult,49,149
Adult,64,196
Adult,37,99
Child,36,101
Adult,57,161
Adult,53,127
Adult,138,370
Adult,25,84
Adult,54,154
Adult,55,207
Adult,43,156
Adult,49,104
Adult,64,133
Adult,86,228
Adult,25,82
Adult,26,72
Adult,214,675
Adult,57,174
Adult,212,403
Adult,99,281
Adult,35,71
Adult,53,105
Adult,53,165
Adult,27,84
Adult,64,220
Adult,54,169
Adult,38,114
Adult,55,200
Adult,42,139
Adult,92,227
Adult,46,141
Adult,25,102
Adult,125,446
Adult,29,75
Adult,42,122
Adult,115,254
Adult,60,158
Adult,89,221
Adult,39,95
Adult,35,120
Adult,25,92
Adult,43,127
Adult,62,189
Adult,96,211
Adult,79,212
Adult,22,99
Adult,40,89
Adult,75,141
Adult,36,83
Adult,100,284
Adult,187,387
Adult,49,137
Child,49,129
Adult,49,91
Adult,39,100
Adult,33,79
Adult,51,167
Adult,100,245
Adult,56,135
Adult,113,200
Adult,60,154
Adult,32,86
Adult,259,529
Adult,107,319
Adult,68,178
Adult,47,140
Adult,40,121
Adult,84,213
Adult,31,92
Adult,85,153
Adult,42,162
Adult,71,233
Adult,46,176
Adult,49,130
Adult,77,197
Adult,24,71
Adult,134,364
Adult,76,204
Adult,75,212
Adult,82,259
Adult,60,182
Adult,75,205
Adult,86,185
Adult,114,276
Adult,51,144
Adult,53,189
Adult,65,142
Adult,58,152
Adult,74,131
Adult,57,98
Adult,61,140
Adult,135,293
Adult,36,108
Adult,75,195
Adult,35,109
Adult,32,98
Adult,85,337
Adult,26,114
Adult,60,146
Adult,29,79
Adult,36,110
Adult,153,440
Adult,56,132
Adult,166,364
Adult,106,260
Adult,43,124
Adult,46,172
Adult,70,157
Adult,29,87
Adult,86,206
Adult,26,75
Adult,59,217
Adult,35,108
Adult,32,94
Adult,60,188
Adult,46,83
Adult,38,109
Child,192,556
Adult,130,304
Adult,30,75
Adult,39,126
Adult,114,231
Adult,26,71
Adult,103,321
Adult,96,286
Adult,94,248
Adult,42,123
Adult,58,185
Adult,56,190
Adult,139,283
Adult,72,222
Adult,67,119
Adult,46,110
Adult,192,554
Adult,31,81
Adult,58,155
Adult,42,125
Adult,38,121
Adult,108,217
Adult,87,339
Adult,267,453
Adult,39,127
Adult,28,93
Adult,43,95
Adult,156,307
Adult,41,131
Adult,113,217
Adult,64,211
Adult,129,404
Adult,36,112
Adult,39,119
Adult,47,129
Adult,29,71
Adult,58,126
Adult,72,186
Adult,78,138
Adult,49,124
Adult,44,92
Adult,50,151
Adult,53,132
Adult,44,153
Adult,100,260
Adult,63,113
Adult,100,300
Adult,80,266
Adult,33,99
Adult,87,249
Adult,113,365
Adult,63,176
Adult,67,187
Child,49,170
Adult,32,74
Adult,43,83
Adult,72,284
Adult,27,85
Adult,43,97
Adult,49,135
Adult,137,338
Adult,24,70
Adult,34,92
Adult,78,147
Adult,54,196
Adult,86,253
Adult,73,129
Adult,162,350
Adult,42,117
Adult,62,224
Adult,69,179
Adult,32,83
Adult,67,158
Adult,118,338
Adult,34,91
Adult,42,108
Adult,48,174
Adult,33,98
Adult,74,311
Adult,79,271
Adult,42,109
Adult,49,142
Adult,103,288
Adult,44,132
Adult,51,139
Adult,19,71
Adult,41,95
Adult,35,87
Adult,300,729
Adult,79,174
Adult,40,93
Adult,81,133
Adult,82,185
Adult,61,134
Adult,21,71
Adult,39,110
Adult,59,225
Adult,48,154
Adult,32,79
Adult,61,169
Adult,30,97
Adult,158,418
Adult,84,185
Adult,139,289
Adult,25,104
Adult,99,189
Adult,92,290
Adult,55,141
Adult,43,121
Adult,157,270
Adult,67,184
Adult,105,261
Adult,181,364
Adult,102,381
Adult,43,114
Adult,50,133
Adult,62,168
Adult,60,101
Adult,35,103
Adult,35,108
Adult,48,155
Adult,42,142
Adult,32,109
Adult,99,191
Adult,75,206
Adult,60,162
Adult,60,132
Adult,31,82
Adult,33,93
Child,32,100
Adult,39,104
Adult,61,219
Adult,82,224
Adult,71,219
Adult,71,170
Adult,23,84
Adult,86,255
Child,25,66
Child,71,230
Adult,71,126
Child,27,109
Adult,75,191
Adult,109,295
Adult,78,255
Adult,36,136
Adult,21,66
Adult,136,410
Adult,107,238
Adult,47,161
Adult,28,82
Adult,113,338
Adult,57,146
Adult,39,100
Adult,61,227
Adult,34,78
Adult,82,306
Adult,34,74
Adult,23,72
Adult,89,196
Adult,24,91
Adult,153,446
Adult,43,113
Adult,36,131
Adult,46,139
Adult,96,295
Adult,42,149
Adult,198,311
Adult,68,246
Adult,36,98
Adult,46,137
Adult,29,72
Adult,61,176
Adult,57,158
Child,43,114
Adult,131,219
Adult,75,200
Adult,34,98
Adult,39,89
Adult,42,196
Adult,42,139
Adult,36,137
Adult,61,111
Adult,31,116
Adult,38,104
Adult,53,205
Adult,57,199
Adult,63,156
Adult,26,71
Adult,52,133
Adult,53,144
Adult,60,158
Adult,42,109
Adult,38,116
Adult,129,308
Adult,39,77
Adult,54,142
Adult,121,341
Adult,26,89
Adult,113,387
Adult,44,147
Adult,70,171
Adult,203,348
Adult,85,252
Adult,22,93
Child,64,208
Adult,38,146
Adult,76,245
Adult,51,217
Adult,33,115
Adult,29,124
Adult,25,75
Adult,32,100
Adult,61,201
Adult,79,143
Adult,134,471
Adult,38,106
Adult,31,102
Adult,67,202
Adult,114,341
Adult,50,144
Adult,144,522
Adult,96,262
Adult,29,91
Adult,35,115
Adult,60,166
Adult,47,172
Adult,60,142
Adult,24,80
Adult,69,208
Adult,58,135
Child,69,219
Adult,32,78
Adult,135,304
Adult,93,226
Adult,65,184
Adult,93,311
Adult,169,423
Adult,41,132
Adult,30,80
Adult,41,113
Adult,54,112
Adult,53,177
Adult,150,478
Adult,44,128
Adult,67,243
Adult,40,113
Adult,39,116
Adult,89,246
Adult,30,75
Adult,54,125
Adult,43,137
Adult,74,193
Adult,58,155
Adult,34,103
Adult,196,623
Adult,199,437
Adult,101,199
Adult,99,208
Adult,47,181
Adult,20,69
Adult,22,78
Adult,39,106
Adult,185,419
Adult,48,102
Adult,118,249
Adult,73,174
Adult,99,315
Adult,39,97
Adult,79,201
Adult,24,107
Adult,66,184
Adult,35,118
Adult,35,125
Adult,48,169
Adult,44,128
Adult,105,288
Adult,70,171
Adult,37,166
Adult,32,113
Adult,47,117
Adult,53,162
Adult,51,155
Adult,78,177
Adult,70,178
Adult,99,241
Adult,29,82
Adult,34,128
Adult,74,227
Adult,77,233
Adult,77,203
Adult,28,67
Adult,42,146
Child,77,181
Adult,71,171
Adult,41,105
Adult,168,461
Adult,98,235
Adult,35,86
Adult,35,79
Adult,238,389
Adult,60,128
Adult,39,91
Adult,42,119
Adult,40,138
Adult,78,266
Adult,50,182
Adult,68,213
Adult,42,112
Adult,29,120
Adult,21,69
Adult,28,116
Adult,52,110
Adult,60,204
Adult,141,334
Adult,133,316
Adult,54,172
Adult,32,140
Adult,160,342
Adult,27,90
Adult,42,118
Adult,57,161
Adult,49,127
Adult,216,424
Adult,126,370
Adult,28,90
Adult,117,311
Adult,104,223
Adult,42,140
Adult,69,212
Adult,37,119
Adult,24,78
Adult,72,267
Adult,27,96
Adult,65,185
Adult,107,242
Adult,61,185
Adult,32,85
Adult,78,245
Adult,142,383
Adult,107,370
Adult,142,300
Adult,32,78
Adult,45,119
Adult,42,89
Adult,50,113
Adult,101,293
Adult,32,74
Adult,66,210
Adult,40,85
Adult,29,72
Adult,60,146
Adult,31,76
Adult,61,185
Adult,46,133
Adult,85,174
Adult,209,368
Adult,52,172
Adult,246,567
Adult,43,130
Adult,50,152
Adult,68,171
Adult,67,258
Adult,29,76
Adult,54,133
Adult,32,100
Adult,61,158
Adult,62,140
Adult,82,300
Adult,61,180
Adult,53,151
Adult,68,181
Adult,44,125
Adult,78,141
Adult,39,133
Adult,74,190
Adult,36,112
Adult,28,98
Adult,57,151
Adult,46,146
Adult,82,182
Adult,116,244
Child,54,149
Adult,53,142
Adult,53,160
Adult,29,82
Adult,62,194
Adult,125,295
Adult,69,141
Adult,31,88
Adult,50,139
Adult,78,232
Adult,56,180
Adult,100,324
Adult,70,219
Adult,28,94
Adult,62,226
Adult,53,151
Adult,30,100
Adult,46,124
Adult,58,182
Child,52,178
Adult,54,144
Adult,103,246
Adult,56,147
Adult,40,114
Adult,156,342
Adult,49,149
Adult,96,254
Adult,29,115
Adult,36,133
Adult,40,112
Adult,47,104
Adult,36,102
Adult,30,85
Adult,71,122
Adult,43,104
Adult,79,286
Adult,35,95
Adult,47,147
Adult,90,200
Adult,39,109
Adult,36,89
Adult,92,270
Adult,92,242
Adult,51,116
Adult,40,150
Adult,28,67
Adult,49,101
Adult,25,78
Adult,73,176
Adult,38,85
Adult,58,168
Adult,61,211
Adult,203,494
Adult,80,205
Adult,58,223
Adult,43,131
Adult,151,469
Adult,32,81
Adult,61,153
Adult,68,171
Adult,101,303
Adult,28,84
Adult,36,117
Adult,60,124
Adult,80,145
Adult,132,232
Adult,39,115
Adult,47,83
Adult,46,146
Adult,43,129
Adult,30,115
Adult,67,251
Child,29,88
Adult,180,588
Adult,49,158
Adult,77,226
Adult,242,469
Adult,50,159
Adult,67,254
Adult,54,143
Adult,65,178
Adult,51,174
Adult,32,98
Adult,32,96
Adult,34,101
Adult,38,98
Adult,21,75
Adult,231,428
Adult,94,180
Adult,53,134
Adult,76,247
Adult,43,103
Adult,25,66
Adult,28,95
Adult,46,146
Adult,76,178
Adult,43,157
Adult,118,224
Adult,28,93
Adult,36,82
Adult,35,98
Adult,236,493
Adult,33,91
Adult,106,258
Adult,46,146
Adult,39,106
Adult,51,108
Adult,43,133
Adult,43,114
Adult,61,190
Adult,34,116
Adult,60,188
Adult,196,519
Adult,157,434
Adult,28,104
Adult,57,165
Adult,32,104
Adult,44,144
Adult,62,176
Adult,43,83
Adult,61,153
Adult,75,153
Adult,21,84
Adult,46,133
Adult,43,105
Adult,33,100
Adult,34,101
Adult,89,221
Adult,91,243
Adult,44,137
Adult,63,114
Adult,122,339
Adult,139,422
Adult,283,471
Adult,220,450
Adult,146,350
Adult,81,281
Adult,68,245
Adult,48,170
Adult,58,112
Adult,42,98
Adult,39,108
Adult,81,218
Adult,24,93
Adult,124,283
Adult,30,98
Adult,59,171
Adult,42,166
Adult,49,125
Adult,58,181
Adult,70,181
Adult,67,158
Adult,58,173
Adult,59,217
Adult,31,97
Adult,39,134
Adult,26,81
Adult,37,104
Adult,61,192
Adult,46,114
Adult,110,315
Adult,69,95
Adult,64,164
Adult,71,239
Adult,99,317
Adult,73,217
Adult,50,114
Adult,75,149
Adult,54,133
Adult,71,181
Adult,75,236
Adult,116,324
Adult,79,277
Adult,29,93
Adult,63,231
Adult,29,76
Adult,49,117
Adult,31,98
Adult,42,145
Adult,23,75
Adult,39,111
Adult,75,255
Adult,149,391
Adult,36,86
Adult,59,144
Adult,54,159
Adult,53,114
Adult,52,129
Adult,48,150
Adult,80,163
Adult,57,161
Adult,37,108
Adult,286,533
Adult,170,562
Adult,85,241
Adult,103,313
Adult,39,117
Adult,121,345
Adult,46,95
Adult,26,93
Adult,150,526
Adult,122,249
Adult,119,376
Adult,42,114
Adult,28,135
Adult,24,80
Adult,146,383
Adult,139,386
Adult,71,180
Adult,109,380
Adult,26,81
Adult,56,199
Adult,84,151
Adult,70,212
Adult,58,166
Adult,40,112
Child,40,85
Adult,69,265
Adult,60,182
Adult,47,92
Adult,41,141
Adult,50,151
Adult,69,252
Adult,97,178
Adult,54,138
Adult,36,111
Adult,36,99
Adult,53,97
Adult,46,109
Adult,42,107
Adult,78,198
Adult,40,143
Adult,46,147
Adult,22,75
Adult,43,102
Adult,28,100
Adult,44,130
Adult,68,245
Adult,96,162
Adult,53,154
Adult,103,297
Adult,36,121
Adult,71,217
Adult,42,94
Adult,46,124
Adult,54,197
Adult,57,144
Adult,109,345
Adult,47,104
Adult,28,81
Adult,27,66
Adult,72,214
Adult,30,116
Adult,75,221
Adult,94,267
Adult,66,188
Adult,32,78
Adult,37,148
Adult,22,66
Adult,71,231
Adult,31,73
Adult,36,135
Adult,132,309
Adult,39,73
Adult,56,195
Adult,27,77
Adult,32,112
Adult,36,134
Adult,167,590
Adult,33,108
Adult,71,195
Adult,59,182
Adult,82,228
Adult,22,89
Adult,158,372
Adult,92,236
Adult,42,103
Adult,22,65
Adult,26,75
Adult,121,343
Adult,82,128
Adult,26,84
Adult,24,87
Adult,39,97
Adult,39,165
Adult,133,263
Adult,42,140
Adult,163,415
Adult,56,106
Adult,82,260
Adult,26,107
Adult,22,92
Adult,60,156
Adult,134,392
Adult,49,116
Adult,39,110
Adult,88,241
Adult,79,244
Adult,60,153
Adult,36,113
Child,35,87
Adult,60,162
Adult,63,242
Adult,63,155
Adult,130,373
Adult,33,123
Child,29,95
Adult,53,113
Adult,42,95
Adult,97,154
Adult,106,292
Adult,85,250
Adult,35,107
Adult,30,92
Adult,89,335
Adult,55,170
Adult,33,77
Adult,28,72
Adult,32,135
Adult,50,150
Adult,53,177
Adult,50,183
Adult,42,101
Adult,287,479
Adult,54,145
Adult,93,335
Adult,36,101
Adult,75,178
Adult,40,167
Adult,27,98
Adult,58,151
Adult,179,396
Adult,39,128
Adult,78,263
Adult,45,80
Adult,31,110
Adult,48,138
Adult,39,79
Adult,56,220
Adult,21,67
Adult,50,190
Adult,39,107
Adult,110,260
Adult,25,73
Adult,108,206
Adult,191,473
Adult,39,153
Child,57,146
Adult,43,201
Adult,133,331
Adult,191,443
Adult,110,251
Adult,42,87
Adult,29,89
Adult,106,345
Adult,39,122
Adult,44,107
Adult,38,119
Adult,92,367
Adult,33,97
Adult,50,99
Adult,60,132
Child,53,150
Adult,118,267
Adult,139,314
Adult,26,68
Adult,38,98
Adult,20,87
Adult,34,126
Adult,89,223
Adult,37,111
Adult,28,101
Adult,46,122
Adult,160,317
Child,39,80
Adult,99,307
Adult,62,204
Adult,28,75
Adult,106,256
Adult,57,171
Adult,25,88
Adult,46,126
Adult,40,127
Adult,79,190
Adult,85,242
Adult,47,160
Adult,39,112
Adult,38,110
Adult,53,170
Adult,21,73
Adult,42,180
Adult,251,560
Adult,90,246
Adult,172,465
Adult,71,191
Adult,92,153
Adult,32,125
Adult,55,176
Adult,23,75
Adult,42,138
Adult,35,121
Adult,58,151
Adult,60,163
Adult,42,129
Adult,139,397
Adult,53,96
Adult,71,185
Adult,107,376
Adult,29,73
Adult,30,83
Adult,42,107
Adult,39,102
Adult,32,74
Adult,100,207
Adult,56,169
Adult,61,166
Adult,47,178
Adult,32,117
Adult,54,180
Adult,88,178
Adult,45,116
Adult,82,121
Adult,106,368
Adult,92,240
Adult,113,262
Adult,31,120
Adult,252,467
Adult,71,222
Adult,33,94
Adult,49,94
Adult,61,146
Adult,67,263
Adult,60,163
Adult,58,148
Adult,131,364
Adult,160,304
Adult,46,185
Adult,36,122
Adult,125,236
Adult,27,87
Adult,47,135
Adult,101,377
Child,28,122
Adult,56,153
Adult,123,334
Adult,106,401
Adult,98,430
Adult,41,115
Adult,75,185
Adult,39,130
Child,39,103
Adult,99,227
Adult,51,152
Adult,78,264
Adult,32,66
Adult,71,155
Adult,68,185
Adult,58,190
Adult,24,80
Adult,67,152
Adult,42,131
Adult,78,196
Adult,35,125
Adult,128,254
Adult,45,107
Adult,44,204
Adult,39,141
Adult,59,125
Adult,81,354
Adult,47,146
Adult,120,284
Adult,22,68
Adult,22,82
Adult,99,323
Adult,40,117
Adult,52,113
Adult,21,84
Adult,48,139
Adult,121,341
Adult,51,208
Adult,45,132
Adult,25,82
Adult,131,233
Adult,106,292
Adult,64,188
Adult,37,145
Adult,40,107
Adult,102,269
Adult,73,219
Adult,36,147
Adult,39,116
Adult,93,211
Adult,64,148
Adult,50,208
Adult,79,251
Adult,20,69
Adult,100,274
Adult,37,130
Adult,51,120
Adult,125,267
Adult,28,81
Adult,73,211
Adult,63,136
Adult,37,70
Adult,96,262
Adult,23,68
Adult,48,112
Adult,57,202
Adult,22,70
Adult,91,270
Adult,27,102
Adult,36,112
Adult,27,94
Adult,239,483
Adult,93,296
Child,59,211
Adult,34,84
Adult,42,80
Adult,32,82
Adult,233,406
Adult,23,69
Adult,33,104
Adult,41,116
Adult,39,124
Adult,83,214
Adult,89,248
Adult,60,214
Adult,38,87
Adult,55,160
Adult,106,312
Adult,44,104
Adult,74,175
Adult,64,211
Adult,28,78
Adult,76,197
Adult,50,151
Adult,27,71
Adult,87,208
Adult,113,238
Adult,57,139
Adult,34,96
Adult,31,100
Adult,68,185
Adult,45,109
Adult,34,74
Adult,61,164
Adult,51,169
Adult,44,107
Adult,106,331
Adult,34,100
Adult,98,234
Adult,75,226
Adult,48,191
Adult,20,67
Adult,36,88
Adult,63,142
Adult,132,349
Adult,189,329
Adult,87,263
Adult,46,131
Adult,24,68
Adult,67,168
Adult,50,125
Adult,51,155
Adult,81,246
Adult,65,204
Adult,35,127
Adult,32,91
Adult,35,112
Adult,23,86
Adult,52,167
Adult,27,76
Adult,28,104
Adult,77,254
Adult,86,230
Adult,38,121
Adult,71,217
Adult,27,105
Adult,33,109
Adult,68,145
Adult,46,126
Adult,31,77
Adult,99,363
Adult,34,90
Adult,31,95
Adult,38,78
Adult,222,453
Adult,26,82
Adult,38,103
Adult,51,156
Adult,34,107
Adult,63,142
Adult,172,302
Adult,97,347
Adult,90,230
Adult,52,131
Adult,36,113
Adult,33,81
Adult,49,140
Adult,54,146
Adult,90,182
Adult,64,196
Adult,111,260
Adult,43,163
Adult,41,86
Adult,87,228
Adult,52,192
Adult,69,265
Adult,55,114
Adult,47,120
Adult,229,409
Adult,28,77
Adult,94,276
Adult,27,89
Adult,90,221
Adult,33,101
Adult,34,86
Adult,42,152
Adult,27,99
Adult,33,68
Adult,30,82
Adult,40,119
Adult,37,103
Adult,76,177
Adult,29,92
Adult,33,102
Adult,28,100
Adult,36,135
Adult,58,153
Adult,84,171
Adult,93,262
Adult,134,259
Adult,123,386
Adult,46,135
Adult,37,129
Adult,34,102
Adult,102,304
Adult,43,120
Adult,110,241
Adult,22,85
Adult,82,247
Adult,61,141
Adult,27,76
Adult,70,151
Adult,69,206
Adult,38,82
Adult,166,414
Adult,87,283
Adult,21,75
Adult,36,101
Adult,27,73
Adult,135,232
Adult,45,146
Adult,39,97
Adult,48,164
Adult,34,107
Adult,31,97
Adult,45,139
Adult,44,110
Adult,206,547
Adult,64,169
Adult,45,87
Adult,52,143
Adult,52,145
Adult,33,85
Adult,142,388
Adult,53,138
Adult,152,465
Adult,45,116
Adult,46,144
Adult,34,91
Adult,27,103
Adult,40,139
Adult,27,92
Adult,99,366
Adult,61,220
Adult,76,238
Adult,49,109
Adult,66,137
Adult,38,90
Adult,87,195
Adult,46,160
Adult,36,107
Adult,43,139
Adult,49,160
Adult,28,96
Adult,126,263
Adult,34,91
Adult,31,95
Adult,24,76
Adult,27,105
Adult,51,177
Adult,23,65
Adult,151,252
Adult,61,142
Adult,80,177
Adult,37,77
Adult,22,67
Adult,75,314
Adult,82,181
Adult,172,436
Adult,109,221
Adult,83,208
Adult,109,301
Adult,148,452
Adult,71,223
Adult,51,165
Adult,24,76
Adult,95,299
Adult,29,70
Adult,160,533
Adult,41,119
Adult,54,141
Adult,64,211
Adult,46,155
Adult,58,221
Adult,32,94
Adult,69,209
Adult,48,127
Adult,103,294
Adult,137,345
Adult,83,200
Adult,44,123
Adult,52,115
Adult,26,69
Adult,82,194
Child,50,139
Adult,38,118
Adult,53,122
Adult,22,65
Adult,114,244
Adult,42,135
Adult,79,234
Adult,57,165
Adult,57,162
Adult,130,430
Adult,70,251
Adult,127,206
Adult,112,377
Adult,34,135
Adult,51,202
Adult,42,124
Adult,47,136
Adult,102,272
Adult,128,313
Adult,78,295
Adult,23,87
Adult,34,90
Adult,37,141
Adult,49,162
Adult,45,124
Adult,32,76
Adult,43,153
Adult,85,283
Adult,33,100
Adult,55,150
Adult,81,226
Adult,162,509
Adult,70,232
Adult,39,152
Adult,42,83
Adult,28,93
Adult,28,75
Adult,56,160
Adult,20,72
Adult,64,173
Adult,108,272
Adult,51,194
Adult,35,94
Adult,44,97
Adult,41,98
Adult,74,204
Adult,82,212
Adult,95,276
Adult,49,110
Adult,37,121
Adult,35,86
Adult,51,129
Adult,29,93
Adult,39,123
Adult,72,281
Adult,23,91
Adult,57,164
Adult,24,71
Adult,40,123
Adult,109,401
Adult,37,95
Adult,52,153
Adult,64,183
Adult,219,464
Adult,24,66
Adult,57,126
Adult,36,76
Adult,64,196
Adult,24,86
Adult,25,89
Adult,42,109
Adult,38,110
Adult,131,397
Adult,63,144
Adult,39,91
Adult,46,76
Adult,35,107
Adult,42,133
Adult,75,142
Adult,85,215
Adult,74,217
Adult,59,160
Adult,50,135
Adult,85,185
Adult,61,164
Adult,116,345
Adult,47,137
Adult,126,297
Adult,26,66
Adult,43,98
Adult,27,76
Adult,25,82
Adult,34,121
Adult,40,114
Adult,49,139
Adult,40,103
Adult,55,109
Adult,39,146
Adult,185,453
Adult,88,332
Adult,62,126
Adult,106,291
Adult,100,244
Adult,32,96
Adult,45,187
Adult,47,121
Adult,172,279
Adult,29,67
Adult,57,149
Adult,46,146
Adult,45,146
Adult,49,133
Adult,70,174
Adult,34,102
Adult,57,128
Adult,64,189
Adult,39,146
Adult,129,299
Adult,38,134
Adult,46,122
Adult,113,316
Adult,65,212
Adult,41,130
Adult,45,119
Adult,82,309
Adult,37,114
Adult,79,218
Adult,23,77
Adult,106,285
Adult,89,203
Adult,46,117
Adult,33,89
Adult,63,172
Adult,59,166
Adult,136,238
Adult,35,109
Adult,99,285
Adult,63,154
Adult,55,127
Adult,51,110
Adult,72,221
Adult,35,108
Adult,67,173
Adult,38,93
Adult,65,201
Adult,164,331
Adult,70,191
Adult,33,75
Adult,45,153
Adult,63,167
Adult,167,366
Adult,89,238
Adult,47,134
Adult,40,87
Adult,34,106
Adult,31,79
Adult,63,130
Adult,31,92
Child,96,190
Adult,88,219
Adult,32,77
Adult,133,290
Adult,33,89
Adult,37,129
Adult,82,220
Adult,71,211
Adult,39,117
Adult,77,259
Adult,40,128
Adult,48,146
Adult,54,142
Adult,115,224
Adult,70,162
Adult,65,155
Adult,76,192
Adult,27,70
Adult,56,167
Adult,37,103
Adult,46,164
Adult,86,233
Adult,28,91
Adult,34,110
Adult,29,96
Adult,41,122
Adult,54,134
Adult,34,76
Adult,196,381
Adult,120,271
Adult,90,230
Adult,33,108
Adult,83,192
Adult,60,189
Adult,33,112
Adult,60,217
Adult,36,84
Adult,39,102
Adult,46,148
Adult,42,138
Adult,54,142
Adult,31,78
Adult,36,132
Adult,36,101
Adult,56,179
Adult,30,96
Adult,60,205
Adult,75,133
Adult,49,114
Adult,78,265
Adult,23,85
Adult,105,271
Adult,74,203
Adult,37,102
Adult,58,216
Adult,40,98
Adult,55,182
Adult,25,85
Adult,90,183
Adult,42,114
Adult,79,225
Adult,67,200
Adult,33,118
Adult,58,193
Adult,62,150
Adult,70,163
Adult,43,138
Adult,49,106
Adult,23,93
Adult,30,95
Adult,73,176
Adult,84,225
Adult,88,229
Adult,56,114
Adult,36,118
Adult,106,378
Adult,44,156
Adult,28,105
Adult,38,95
Adult,62,151
Adult,51,128
Adult,66,213
Adult,26,111
Adult,89,212
Adult,30,104
Adult,46,142
Adult,49,104
Adult,38,123
Adult,57,193
Adult,40,149
Adult,103,347
Adult,26,68
Adult,56,142
Adult,49,151
Adult,40,123
Adult,72,219
Adult,66,162
Adult,92,246
Adult,53,174
Adult,33,86
Adult,32,71
Adult,42,147
Adult,27,105
Adult,36,106
Adult,58,186
Adult,19,84
Adult,68,260
Adult,29,77
Adult,39,76
Adult,93,257
Adult,80,298
Adult,42,131
Adult,40,108
Adult,32,69
Adult,31,89
Adult,60,178
Adult,50,146
Adult,226,459
Adult,93,198
Adult,33,92
Adult,56,142
Adult,34,97
Adult,30,92
Child,47,165
Adult,33,94
Adult,32,93
Adult,103,300
Adult,40,110
Adult,41,118
Adult,78,312
Adult,21,72
Adult,42,126
Adult,39,183
Adult,145,384
Adult,21,83
Adult,53,149
Adult,98,318
Adult,62,193
Adult,60,156
Adult,81,224
Adult,42,107
Adult,42,147
Adult,137,450
Adult,25,94
Adult,28,110
Adult,102,296
Adult,30,86
Adult,78,202
Adult,118,245
Adult,51,137
Adult,104,338
Adult,28,70
Adult,244,576
Adult,28,73
Adult,59,117
Adult,56,149
Adult,34,114
Adult,40,127
Adult,112,334
Adult,86,257
Adult,68,216
Adult,59,110
Adult,165,362
Adult,26,91
Adult,33,102
Adult,46,110
Adult,74,211
Adult,320,500
Adult,39,110
Adult,46,101
Adult,43,118
Adult,42,129
Adult,40,127
Adult,35,73
Adult,40,93
Adult,37,122
Adult,109,406
Adult,31,92
Adult,49,115
Adult,62,138
Adult,47,119
Adult,39,98
Adult,36,118
Adult,43,105
Adult,31,117
Adult,46,161
Adult,51,131
Adult,58,244
Adult,43,118
Adult,34,84
Adult,40,126
